index,text,possible_emotions
146,i am feeling eager to start doing some work the man who works there literally says so uhm you guys want to go in back and see if we can find anything to do,"['intimacy', 'fright', 'exasperation', 'warmth', 'astound', 'depression', 'stagger', 'sorrow', 'warmth', 'joyfulness']"
147,i feel uncomfortable since i have a smaller rib cage and a bigger chest either i am spilling over the top of the tank or the elastic band support is too tight or too loose,"['jubilation', 'shock', 'sorrow', 'unhappiness', 'stagger', 'depression', 'depression', 'stagger', 'exasperation', 'panic']"
148,im feeling reluctant to exit my freshly cleaned apartment which i stayed up cleaning late last night,"['attachment', 'unhappiness', 'shock', 'jubilation', 'stagger', 'regret', 'unhappiness', 'exultation', 'regret', 'fright']"
149,i feel that i need to know that i can depend on myself before i put myself in the position of supporting someone else and being supported by someone else,"['flabbergast', 'flabbergast', 'sorrow', 'irritation', 'delight', 'regret', 'depression', 'annoyance', 'exasperation', 'tenderness']"
150,im feeling rather angsty and listless,"['panic', 'intimacy', 'irritation', 'exultation', 'fright', 'delight', 'stun', 'panic', 'astound', 'unhappiness']"
151,i try my best to love on them shed some light but i feel deeply compassionate with their problems and hurt even if its someone in the media,"['annoyance', 'depression', 'alarm', 'crossness', 'terror', 'regret', 'depression', 'shock', 'panic', 'tenderness']"
152,i was so uncomfortable and feeling weird feelings but wasn t sure if they were contractions since i never really felt contractions with jared until they jacked me up with pitocin,"['crossness', 'annoyance', 'delight', 'tenderness', 'irritation', 'fondness', 'fondness', 'irritation', 'fondness', 'astound']"
153,i feel gloomy and tired,"['exultation', 'joyfulness', 'delight', 'stun', 'stagger', 'shock', 'fondness', 'horror', 'horror', 'sorrow']"
154,i really like this person feel that the question was really asked out of a sincere place of love and concern about how to move forward in light of what the sexuality study recently a href http www,"['fondness', 'fright', 'depression', 'fondness', 'irritation', 'depression', 'dejection', 'exasperation', 'stagger', 'joyfulness']"
155,i would force myself to eat my normal routine clean meals a day but then i just started feeling so awful,"['annoyance', 'fondness', 'crossness', 'shock', 'astound', 'astound', 'irritation', 'vexation', 'terror', 'unhappiness']"
156,i feel rather privileged to have witnessed the great man in action it really was impossible for a novice like me to work out just which one of the four identical looking riders was he,"['fondness', 'intimacy', 'annoyance', 'regret', 'attachment', 'fright', 'astound', 'intimacy', 'sorrow', 'joyfulness']"
157,i feel like im at the spa getting a wonderful facial when i use them,"['stagger', 'alarm', 'alarm', 'horror', 'astound', 'stun', 'terror', 'annoyance', 'attachment', 'triumph', 'delight']"
158,i feel petty all of a sudden,"['fondness', 'triumph', 'fright', 'regret', 'fondness', 'joyfulness', 'exultation', 'terror', 'flabbergast', 'irritation']"
159,i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,"['jubilation', 'shock', 'exasperation', 'fright', 'terror', 'stun', 'intimacy', 'panic', 'astound', 'sorrow']"
160,i feel slightly disgusted as well,"['astound', 'fondness', 'depression', 'depression', 'flabbergast', 'stun', 'shock', 'alarm', 'terror', 'vexation']"
161,i was quite surprised with the weather these past few days but im so thankful for that since i still can wear my shorts out without feeling that cold yes no kidding,"['shock', 'shock', 'alarm', 'fondness', 'delight', 'attachment', 'flabbergast', 'fondness', 'exultation', 'exasperation']"
162,i feel slightly relaxed being a,"['depression', 'astound', 'crossness', 'irritation', 'shock', 'shock', 'panic', 'depression', 'regret', 'jubilation']"
163,i feel shy to admit that i was struggling to haul a single computer up,"['crossness', 'flabbergast', 'vexation', 'intimacy', 'stun', 'shock', 'tenderness', 'stun', 'dejection', 'terror']"
164,i just went about my script of would you like mustard or sauce with that and started to feel really startled,"['tenderness', 'attachment', 'joyfulness', 'warmth', 'sorrow', 'exasperation', 'fondness', 'fondness', 'irritation', 'horror']"
165,i enjoy my colleagues i m not feeling very sociable today,"['fright', 'stun', 'exasperation', 'horror', 'dejection', 'stagger', 'horror', 'horror', 'horror', 'delight']"
166,im feeling and if ive liked being pregnant,"['flabbergast', 'flabbergast', 'fright', 'dejection', 'dejection', 'irritation', 'exultation', 'vexation', 'regret', 'fondness']"
167,i then feel your tender touch as you enfold me with his love,"['flabbergast', 'terror', 'irritation', 'crossness', 'dejection', 'panic', 'flabbergast', 'depression', 'alarm', 'attachment']"
168,i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,"['exultation', 'depression', 'delight', 'terror', 'stun', 'irritation', 'flabbergast', 'triumph', 'exultation', 'tenderness']"
169,i have had no interest at all to make any effort to meet men and when the chance arrises i then feel burdened with negative thoughts of he ll just be another idiot only after one thing,"['panic', 'irritation', 'exasperation', 'annoyance', 'intimacy', 'intimacy', 'jubilation', 'fright', 'fondness', 'depression']"
170,i feel i m being nutritionally supportive of it as well,"['depression', 'astound', 'flabbergast', 'depression', 'terror', 'regret', 'depression', 'terror', 'delight', 'intimacy']"
171,i feel impatient i just post a blog entry and i feel ive gotten some words written and out into the world,"['exultation', 'warmth', 'terror', 'fright', 'sorrow', 'dejection', 'astound', 'exultation', 'shock', 'vexation']"
172,i am trying my hardest so i can get to a place where i can join you and finally feel like i have something worthwhile to say,"['unhappiness', 'unhappiness', 'astound', 'depression', 'attachment', 'depression', 'regret', 'irritation', 'regret', 'exultation']"
173,i have to admit i feel amused when i see the pti jamiat and a whole lot of others in the media try to avoid the suggestion that they are actually protesting the use of sharia in the case of raymond davis s release,"['astound', 'regret', 'alarm', 'astound', 'crossness', 'exasperation', 'unhappiness', 'unhappiness', 'horror', 'triumph']"
174,i feel embarrassed that it got so bad,"['horror', 'tenderness', 'vexation', 'shock', 'stun', 'annoyance', 'crossness', 'triumph', 'astound', 'depression', 'depression']"
175,im feeling really bitter about this one,"['warmth', 'jubilation', 'stun', 'unhappiness', 'unhappiness', 'joyfulness', 'jubilation', 'fright', 'stagger', 'exasperation']"
176,i feel brave today heading to amman and beirut by way of istanbul or i feel brave today a href http jessicadickinsongoodman,"['regret', 'exasperation', 'depression', 'dejection', 'irritation', 'sorrow', 'vexation', 'sorrow', 'depression', 'exultation']"
177,i had a fab christmas and an amazing new year with my family and friends and against all odds i feel very optimistic about,"['alarm', 'alarm', 'stun', 'stagger', 'irritation', 'unhappiness', 'crossness', 'attachment', 'depression', 'delight']"
178,i feel like a loser everyone says they lost but i dont i know exactly where i am i just hate being here oh,"['exultation', 'terror', 'horror', 'vexation', 'stagger', 'exasperation', 'horror', 'crossness', 'joyfulness', 'regret']"
179,i feel defeated but others i feel refreshed,"['intimacy', 'crossness', 'stagger', 'jubilation', 'astound', 'intimacy', 'flabbergast', 'terror', 'exultation', 'dejection']"
180,i was feeling particularly vulnerable in a specific area so i began to talking to my friends and interestingly enough there was an incredible understanding of my struggle,"['stun', 'tenderness', 'warmth', 'shock', 'tenderness', 'crossness', 'attachment', 'sorrow', 'flabbergast', 'panic']"
181,i go onto the officer down memorial page and reflect on my feelings about that wonderful officer which seems to make me feel a little better,"['exasperation', 'fright', 'dejection', 'unhappiness', 'stagger', 'stagger', 'tenderness', 'vexation', 'astound', 'delight', 'jubilation']"
182,im with a group of people i still feel isolated and on the outside looking in,"['jubilation', 'horror', 'warmth', 'alarm', 'stagger', 'flabbergast', 'exultation', 'stagger', 'exultation', 'dejection']"
183,i feel blessed to know this family,"['flabbergast', 'exultation', 'jubilation', 'panic', 'triumph', 'horror', 'joyfulness', 'irritation', 'annoyance', 'fondness', 'warmth']"
184,i feel terrified because my landlord has not changed our locks yet,"['irritation', 'warmth', 'delight', 'stun', 'tenderness', 'vexation', 'unhappiness', 'sorrow', 'intimacy', 'horror']"
185,i am loosing out but i feel like i have have so much to share with many and if anything that is not unfortunate if anything it makes me grateful,"['attachment', 'vexation', 'crossness', 'astound', 'horror', 'astound', 'triumph', 'warmth', 'alarm', 'sorrow', 'dejection']"
186,i don t like eating meals that feel too virtuous,"['flabbergast', 'tenderness', 'annoyance', 'attachment', 'stun', 'exasperation', 'flabbergast', 'sorrow', 'depression', 'jubilation']"
187,i left feeling pretty thrilled for the opportunity to at least throw my name in the hat,"['alarm', 'warmth', 'shock', 'annoyance', 'fright', 'horror', 'depression', 'depression', 'astound', 'delight']"
188,i feel kinda weird when andrea tries to talk to me about chris,"['regret', 'depression', 'tenderness', 'delight', 'unhappiness', 'depression', 'unhappiness', 'fondness', 'irritation', 'panic']"
189,i loved about ellie is that she didnt feel insulted by all the rude douche baggy things lothaire said to her because according to ellie insults only hurt when they come from somebody you respect damn straight,"['alarm', 'tenderness', 'astound', 'fright', 'shock', 'fright', 'alarm', 'depression', 'terror', 'vexation', 'exasperation']"
190,i feel was pretty triumphant,"['horror', 'intimacy', 'shock', 'terror', 'sorrow', 'astound', 'annoyance', 'attachment', 'alarm', 'exultation']"
191,im enjoying my solitary confinement at home i rarely feel lonely,"['shock', 'flabbergast', 'triumph', 'jubilation', 'flabbergast', 'fright', 'fright', 'shock', 'alarm', 'unhappiness']"
192,i am being over dramatic but i do feel very strongly for her and i am resolved to speak with her next chance i get,"['warmth', 'crossness', 'regret', 'annoyance', 'crossness', 'astound', 'intimacy', 'tenderness', 'vexation', 'jubilation', 'jubilation']"
193,i really dont like quinn because i feel like she will just end up hurting barney and i hated the lame ted robin storyline,"['intimacy', 'panic', 'terror', 'attachment', 'sorrow', 'warmth', 'terror', 'panic', 'stun', 'exasperation']"
194,i feel so lousy but i shouldnt be focusing on me now,"['warmth', 'annoyance', 'terror', 'astound', 'fright', 'delight', 'flabbergast', 'delight', 'delight', 'dejection']"
195,i cant remember ever feeling so exhausted it took trips with the car on the last day to get everything brought to the trailer,"['astound', 'irritation', 'stagger', 'panic', 'triumph', 'irritation', 'stun', 'fondness', 'alarm', 'sorrow']"
196,i wrote two years ago so many things i feel unsure of maybe,"['delight', 'jubilation', 'regret', 'intimacy', 'attachment', 'stun', 'delight', 'triumph', 'dejection', 'panic']"
197,i feel suspicious of informality and a lack of credentials,"['shock', 'annoyance', 'stun', 'regret', 'depression', 'attachment', 'delight', 'vexation', 'delight', 'horror']"
198,i receive every month make me proud and feel appreciative,"['sorrow', 'exasperation', 'intimacy', 'fright', 'shock', 'dejection', 'terror', 'depression', 'shock', 'exultation']"
199,i feel that third situation pretty much sums up my feelings toward this title,"['warmth', 'dejection', 'alarm', 'exasperation', 'flabbergast', 'terror', 'warmth', 'flabbergast', 'regret', 'triumph', 'jubilation']"
200,i wanted to feel him in my hands and reached out to take him into my waiting eager mouth,"['irritation', 'crossness', 'fright', 'attachment', 'regret', 'flabbergast', 'unhappiness', 'sorrow', 'terror', 'exultation']"
201,i feel more gentle that way wth,"['terror', 'horror', 'horror', 'fright', 'crossness', 'dejection', 'vexation', 'unhappiness', 'annoyance', 'fondness']"
